,full_name,freq,genre
11,Winston Spencer Churchill,167,history_geography_biography
12,Leonid Il'ič Brežnev,156,history_geography_biography
13,Terry Deary,144,history_geography_biography
14,Thor Heyerdahl,144,history_geography_biography
15,  Herodotus,143,history_geography_biography
16,Ryszard Kapuściński,143,history_geography_biography
17,  Plutarchus,140,history_geography_biography
18,Flavius Josephus,136,history_geography_biography
19,Fedor Petrovič Korovkin,134,history_geography_biography
20,Fiona Macdonald,130,history_geography_biography
21,Shirley MacLaine,130,history_geography_biography
22,Ekaterina Vasil'evna Agibalova,129,history_geography_biography
23,Antony Beevor,127,history_geography_biography
24,Barbara W. Tuchman,126,history_geography_biography
25,Marco Polo,125,history_geography_biography
26,Nikolaj Aleksandrovič Maksimov,122,history_geography_biography
27,Ivan Antonovič Fedosov,121,history_geography_biography
28,  Time-Life Books,118,history_geography_biography
29,Tim Jepson,117,history_geography_biography
30,Marcus Tullius Cicero,116,history_geography_biography
31,Lev Solomonovič Gellerštejn,114,history_geography_biography
32,Isaac Asimov,114,history_geography_biography
33,Philipp Vandenberg,110,history_geography_biography
34,Guido Knopp,109,history_geography_biography
35,Sebastian Haffner,109,history_geography_biography
36,Will Durant,108,history_geography_biography
37,Anne Millard,107,history_geography_biography
38,Andrew Morton,107,history_geography_biography
39,"Ernesto ""Che"" Guevara",106,history_geography_biography
40,Valentina Aleksandrovna Korinskaja,106,history_geography_biography
41,Jack Altman,106,history_geography_biography
42,Peter Burke,106,history_geography_biography
43,Caius Suetonius Tranquillus,105,history_geography_biography
44,Philippe Gloaguen,105,history_geography_biography
45,  Reader's digest,102,history_geography_biography
46,David Irving,100,history_geography_biography
47,John Morris Roberts,99,history_geography_biography
48,Jean P. Sasson,98,history_geography_biography
49,Bernard Lewis,97,history_geography_biography
50,Edward Gibbon,96,history_geography_biography
51,Klaus Bötig,94,history_geography_biography
52,Caius Sallustius Crispus,93,history_geography_biography
53,André Maurois,92,history_geography_biography
54,Il'ja Borisovič Berhin,92,history_geography_biography
55,Lev Davydovič Trockij,91,history_geography_biography
56,Rie Jerichow,90,history_geography_biography
57,Ian Kershaw,90,history_geography_biography
58,Edward Hallett Carr,90,history_geography_biography
59,Aleksandr Ivanovič Solov'ev,90,history_geography_biography
60,Christopher Catling,89,history_geography_biography
61,Arnold Joseph Toynbee,89,history_geography_biography
62,Aleksej Vladimirovič Efimov,88,history_geography_biography
63,Emmanuel Le Roy Ladurie,88,history_geography_biography
64,John Reed,87,history_geography_biography
65,Carl Grimberg,86,history_geography_biography
66,Régine Pernoud,86,history_geography_biography
67,Paul Johnson,85,history_geography_biography
68,Miloslav Stingl,85,history_geography_biography
69,Antun Travirka,84,history_geography_biography
70,Tuesday Lobsang Rampa,84,history_geography_biography
71,Emil Ludwig,84,history_geography_biography
72,Anita Ganeri,82,history_geography_biography
73,Teresio Bosco,82,history_geography_biography
74,Jung Chang,82,history_geography_biography
75,Simon Adams,82,history_geography_biography
76,Peter Mayle,81,history_geography_biography
77,Erich von Däniken,80,history_geography_biography
78,Jacob Burckhardt,80,history_geography_biography
79,Philippe Ariès,79,history_geography_biography
80,Wolfgang Kootz,78,history_geography_biography
81,Hannah Arendt,78,history_geography_biography
82,Michael Grant,78,history_geography_biography
83,Gian Paolo Ceserani,78,history_geography_biography
84,Philip Steele,77,history_geography_biography
85,Roger Williams,77,history_geography_biography
86,Joachim C. Fest,75,history_geography_biography
87,Curt Wilhelm Ceram,75,history_geography_biography
88,E̊dvard Stanislavovič Radzinskij,75,history_geography_biography
89,Martin Gilbert,74,history_geography_biography
90,Johan Huizinga,74,history_geography_biography
91,Marc Lacouture,73,history_geography_biography
92,Marie-Thérèse Cuny,73,history_geography_biography
93,Christopher Rice,72,history_geography_biography
94,Pavel Solomonovič Lejbengrub,72,history_geography_biography
95,Romain Rolland,72,history_geography_biography
96,  Xenophon,72,history_geography_biography
97,Viktor Suvorov,72,history_geography_biography
98,Heinrich Harrer,72,history_geography_biography
99,François Furet,71,history_geography_biography
